title,authors,Annee,Pays,Journal,Quartile,Citations,Impact_Score,abstract_
Privacy Protection Technology in IOT Data Storage Based on Blockchain,Peng Duan,2023,Canada,ACM Digital Library,Q3,63,9.07,N/A
Enhancing the security of gaming transactions using blockchain technology,"Ciprian Paduraru, Rares Cristea, Alin Stefanescu",2023,Germany,ACM Digital Library,Q1,109,5.46,N/A
Invited Paper: A Practical Framework for Encrypted Medical Prediction using Blockchain-Anchored Key Management System,"Rafik Hamza, Minh-Son Dao",2025,USA,ACM Digital Library,Q3,109,5.49,N/A
Security Control Components for Epidemic Prevention Donation Management Blockchain,"Shuo Wang, Qianmu Li, Jun Hou, Jian Jiang",2020,USA,ACM Digital Library,Q4,154,8.12,N/A
Document Management System using Blockchain and Inter Planetary File System,"Mohit Vashistha, Ferdous Ahmed Barbhuiya",2020,Canada,ACM Digital Library,Q4,2,1.04,N/A
Performance Optimization Blockchain-Enabled Fog Computing with Deep Reinforcement Learning,"Yihe Zhang, Shanshan Tu, Shengju Zhang, Yongjie Yang, Aiming Wu, Xuetao Bai",2023,USA,ACM Digital Library,Q1,139,6.99,N/A
Blockchain Applications in Smart Grid,"Ziqiang Xu, Ahmad Salehi Shahraki, Carsten Rudolph",2022,India,ACM Digital Library,Q1,38,2.01,N/A
A Study on Blockchain Architecture Design Decisions and Their Security Attacks and Threats,"Sabreen Ahmadjee, Carlos Mera-Gómez, Rami Bahsoon, Rick Kazman",2022,Germany,ACM Digital Library,Q4,99,4.96,N/A
Evaluating Blockchain Protocols with Abusive Modeling,"Vishal Sharma, Pawel Szalachowski, Jianying Zhou",2022,Brazil,ACM Digital Library,Q3,40,2.86,N/A
Threshold EdDSA Signature for Blockchain-based Decentralized Finance Applications,"Yang Shi, Junqing Liang, Mianhong Li, Tianchen Ma, Guodong Ye, + 2",2022,France,ACM Digital Library,Q3,101,7.22,N/A
Privacy-Preserving Blockchain-Based Authentication in Smart Energy Systems,"Anusha Vangala, Ashok Kumar Das",2023,Canada,ACM Digital Library,Q1,122,6.12,N/A
SECBlock-IIoT: A Secure Blockchain-enabled Edge Computing Framework for Industrial Internet of Things,"A. S. M. Sanwar Hosen, Pradip Kumar Sharma, Deepak Puthal, In-Ho Ra, + 1",2023,India,ACM Digital Library,Q1,51,7.38,N/A
Increasing the Confidence of the Brazilian Livestock Production Chain using Blockchain,"Vasco V. Picchi, Eduardo F. J. de Castro, Fernando C. H. Marino, Sérgio L. Ribeiro",2020,France,ACM Digital Library,Q2,2,2.86,N/A
Blockchain Nash Dynamics and the Pursuit of Compliance,"Dimitris Karakostas, Aggelos Kiayias, Thomas Zacharias",2023,UK,ACM Digital Library,Q3,65,7.27,N/A
A Trustworthy Ciphertext-Policy Attribute-Based Encryption Access Control Method Based on FAME and Blockchain,"Zijian Zhou, Fenhua Bai, Yingli Liu, Chi Zhang, Tao Shen",2022,Canada,ACM Digital Library,Q1,66,5.11,N/A
An Advanced PBFT-based Consensus Algorithm for a Bidding Consortium Blockchain,"Liang Du, Yuan Tao, Tianmei Chen, Qing Wang, Hanyu Lv",2021,Germany,ACM Digital Library,Q4,84,6.49,N/A
Towards Secure and Scalable Blockchain Technologies,Ghassan Karame,2021,Canada,ACM Digital Library,Q2,80,6.18,N/A
Ensuring FHIR Authentication and Data Integrity by Smart Contract and Blockchain Enabled NFT,"Ching-Nung Yang, Hsin-Chuan Kuo, Hsiang-Han Cheng",2023,UK,ACM Digital Library,Q2,45,2.4,N/A
Blockchain Based Energy Trade,Vinod Pangracious,2022,UK,ACM Digital Library,Q2,38,3.86,N/A
Seer: Accelerating Blockchain Transaction Execution by Fine-Grained Branch Prediction,"Shijie Zhang, Ru Cheng, Xinpeng Liu, Jiang Xiao, Hai Jin, Bo Li",2024,China,ACM Digital Library,Q3,45,7.64,N/A
LLM-Net: Democratizing LLMs-as-a-Service through Blockchain-based Expert Networks,"Zan-Kai Chong, Hiroyuki Ohsaki, Bryan Ng",2025,China,ACM Digital Library,Q2,27,4.51,N/A
Exploration of Blockchain Technology in Trusted atmospheric Environmental Data,"du Hua ming, Yu Liu, zeng Ju fang, Chuan Cong Hu, yao Li bao",2023,China,ACM Digital Library,Q1,10,1.16,N/A
hChain: Blockchain Based Healthcare Data Sharing with Enhanced Security and Privacy Location-Based-Authentication,"Musharraf N. Alruwaill, Saraju P. Mohanty, Elias Kougianos",2023,Canada,ACM Digital Library,Q1,63,6.34,N/A
Traffic-Aware Merkle Trees for Shortening Blockchain Transaction Proofs,"Avi Mizrahi, Noam Koren, Ori Rottenstreich, Yuval Cassuto",2024,UK,ACM Digital Library,Q1,86,7.17,N/A
Ownership Protection of Specified Image Data Using Blockchain Technology,"Natsuki Fujiwara, Shohei Yokoyama",2022,UK,ACM Digital Library,Q4,23,2.58,N/A
BISCUIT - Blockchain Security Incident Reporting based on Human Observations,"Benedikt Putz, Manfred Vielberth, Günther Pernul",2022,France,ACM Digital Library,Q1,122,9.43,N/A
A blockchain-based framework for drug traceability,"Eddy Kiomba Kambilo, Hajer Baazaoui Zghal, Chirine Ghedira Guegan, + 3",2022,Germany,ACM Digital Library,Q2,109,7.8,N/A
Empowering Patients to Delegate and Revoke Access to Blockchain-based Electronic Health Records,"Fariza Sabrina, Tony Sahama, Md Mamunur Rashid, Steven Gordon",2023,UK,ACM Digital Library,Q2,37,5.4,N/A
The Fit of Blockchain into Rural Area Financial Management Accountability in Indonesia,"Dumaria Simanjuntak, Retno Saraswati, Reny Yemimalina Sinaga",2020,Brazil,ACM Digital Library,Q1,160,8.47,N/A
Functional Adaptor Signatures: Beyond All-or-Nothing Blockchain-based Payments,"Nikhil Vanjani, Pratik Soni, Sri AravindaKrishnan Thyagarajan",2024,USA,ACM Digital Library,Q3,5,1.32,N/A
Using software product lines to create blockchain products,"Nicolas Six, Nicolas Herbaut, Roberto Erick Lopez-Herrejon, Camille Salinesi",2022,Germany,ACM Digital Library,Q1,86,9.56,N/A
IOT Security Issues Via Blockchain,"Abid Sultan, Muhammad Azhar Mushtaq, Muhammad Abubakar",2019,USA,ACM Digital Library,Q3,11,0.57,N/A
The African FinTech Trends and Blockchain Innovation,Ahmed S. Elsheikh,2022,Germany,ACM Digital Library,Q2,8,2.77,N/A
DocStone: A Blockchain-based Architecture for a Customizable Document Registration Service,"Pamella Soares, Raphael Saraiva, Iago Fernandes, Jerffeson Souza, Ricardo Loiola",2022,India,ACM Digital Library,Q1,13,6.84,N/A
Know Your Transactions: Real-time and Generic Transaction Semantic Representation on Blockchain & Web3 Ecosystem,"Zhiying Wu, Jieli Liu, Jiajing Wu, Zibin Zheng, Xiapu Luo, Ting Chen",2023,India,ACM Digital Library,Q3,19,4.87,N/A
Prevention of Medication Loss through a Marketplace and Blockchain,"José G. C. Neto, Raphael C. Barbosa, Fernando C. H. Marino, Nicholas L. Zanutim",2020,India,ACM Digital Library,Q1,28,5.69,N/A
Is My Transaction Done Yet? An Empirical Study of Transaction Processing Times in the Ethereum Blockchain Platform,"Michael Pacheco, Gustavo Oliva, Gopi Krishnan Rajbahadur, Ahmed Hassan",2023,Canada,ACM Digital Library,Q1,42,4.29,N/A
Blockchain Technology in Post-Covid Agriculture,"Liang Zhao, Leilei Chen, Adnan Safi",2022,France,ACM Digital Library,Q2,124,8.27,N/A
A Patient-Centric Interoperable Framework for Health Information Exchange via Blockchain,"Huiqun Wu, Yujuan Shang, Lei Wang, Lili Shi, Kui Jiang, Jiancheng Dong",2020,Germany,ACM Digital Library,Q3,96,9.67,N/A
The Data Sharing Scheme based on Blockchain,"Xu Ma, Chen Wang, Laihua Wang",2020,France,ACM Digital Library,Q1,13,2.62,N/A
A social media platform using blockchain technology: Topic analysis and sentiment analysis of steemit user-generated content,"Xinke Li, Piang-or Loahavilai, Nathee Naktnasukanjn",2022,France,ACM Digital Library,Q2,89,5.57,N/A
An Improved Consensus Mechanism for the Blockchain Based on Credit Rewards and Punishments,"Lixiang Li, Jin Yan, Haipeng Peng, Yixian Yang",2020,Brazil,ACM Digital Library,Q1,144,7.63,N/A
Blockchain-enabled secure communication for unmanned aerial vehicle (UAV) networks,"Randhir Kumar, Ahamed Aljuhani, Prabhat Kumar, Abhinav Kumar, + 2",2022,USA,ACM Digital Library,Q1,100,9.14,N/A
BSCI '23: Proceedings of the 5th ACM International Symposium on Blockchain and Secure Critical Infrastructure,"Keke Gai, Kim-Kwang Raymond Choo",2023,UK,ACM Digital Library,Q1,107,5.39,N/A
A Blockchain Solution for Crowdfunding and Cost Analysis,"Delano Jose Holanda Maia, Emanuel Ferreira Coutinho",2022,Germany,ACM Digital Library,Q1,81,5.4,N/A
DAO-Analyzer: Exploring Activity and Participation in Blockchain Organizations,"Javier Arroyo, David Davó, Elena Martínez-Vicente, Youssef Faqir-Rhazoui, + 1",2022,India,ACM Digital Library,Q2,35,1.98,N/A
RAC-Chain: An Asynchronous Consensus-based Cross-chain Approach to Scalable Blockchain for Metaverse,"Tianxiu Xie, Keke Gai, Liehuang Zhu, Shuo Wang, Zijian Zhang",2024,UK,ACM Digital Library,Q3,11,1.13,N/A
A Blockchain-Based Privacy-Preserving Model for Consent and Transparency in Human-Centered Internet of Things,"Jorge Eduardo Rivadeneira, María B. Jiménez, Radu Marculescu, André Rodrigues, + 2",2023,France,ACM Digital Library,Q2,1,0.95,N/A
TChain: A Privacy-Preserving Consortium Blockchain for Parking Charge Management,"Zhe Feng, Lijun Wei, Yuhan Yang, Jing Wu, Chengnian Long",2021,Germany,ACM Digital Library,Q1,73,8.22,N/A
Government Data Sharing based on Blockchain,"Yu Liu, Junfang Zeng",2021,Canada,ACM Digital Library,Q1,3,1.87,N/A
Topologies for Blockchain Payment Channel Networks: Models and Constructions,"Julia Khamis, Arad Kotzer, Ori Rottenstreich",2024,Brazil,ACM Digital Library,Q2,7,1.02,N/A
BlockSys '23: Proceedings of the Fifth ACM International Workshop on Blockchain-enabled Networked Sensor Systems,"... ...
Highlights",2024,Germany,ACM Digital Library,Q1,20,2.28,N/A
An Advanced IoT-Based Architecture for Healthcare Systems: A Focus on Blockchain-based Edge Computing for Diabetes Management,"Khadija Tlemçani, Said Jai Andaloussi, Kebira Azbeg, Ouail Ouchetto, Laila Fetjah",2023,China,ACM Digital Library,Q4,37,3.14,N/A
A Hierarchical Trust Management Architecture Based on Blockchain for Crossover Service,"Lijun Wei, Jing Wu, Chengnian Long",2020,India,ACM Digital Library,Q3,21,1.34,N/A
Proof-of-Concept (PoC) of Land Mortgaging Process in Blockchain-based Land Registration System of Thailand,"Suporn Pongnumkul, Chanop Khonnasee, Swiss Lertpattanasak, Chantri Polprasert",2020,Canada,ACM Digital Library,Q2,2,1.27,N/A
Decentralized Consensus Blockchain-Based Authentication Algorithm Using in Secure Internet of Vehicles,"Haoyu Yu, Shanshan Tu, Yihe Zhang",2023,India,ACM Digital Library,Q1,25,3.62,N/A
Blockchain and AI-assisted Onion Routing Protocol for Strengthening Anonymity in Beyond 5G IoMVs Networks,"Rajesh Gupta, Nilesh Kumar Jadav, Sudeep Tanwar, Anand Nayyar",2023,Brazil,ACM Digital Library,Q4,76,5.07,N/A
A Blockchain-Enabled Society,Joseph K. Liu,2019,India,ACM Digital Library,Q3,27,1.95,N/A
Towards scalable blockchain analysis,"Santiago Bragagnolo, Matteo Marra, Guillermo Polito, Elisa Gonzalez Boix",2019,UK,ACM Digital Library,Q3,55,9.19,N/A
An intelligent blockchain application for emergency medical services,"Thomas Lavigne, Bacem Mbarek, Tomáš Pitner",2022,Brazil,ACM Digital Library,Q1,132,8.84,N/A
A declarative modelling framework for the deployment and management of blockchain applications,"Luciano Baresi, Giovanni Quattrocchi, Damian Andrew Tamburri, Luca Terracciano",2022,Canada,ACM Digital Library,Q2,52,5.87,N/A
Design and Implementation of Financial Investment Pathway Based on Artificial Fish Swarm Algorithm and Blockchain Technology,Yanqun Gao,2024,France,ACM Digital Library,Q2,15,1.74,N/A
Short Paper: Storage Reduction of Private Blockchain with Sharding and Community Based Clustering,"Md. Mizanur Rahman, Muhammad Abdullah Adnan",2025,Canada,ACM Digital Library,Q4,4,4.99,N/A
Decentralized Social Media Based On Ethereum Blockchain and IPFS,"Adarsh A, Harkeerat Kaur",2024,Brazil,ACM Digital Library,Q2,38,7.61,N/A
A Rubik's Cube Cryptosystem-based Authentication and Session Key Generation Model Driven in Blockchain Environment for IoT Security,"Ankit Attkan, Virender Ranga, Priyanka Ahlawat",2023,India,ACM Digital Library,Q2,18,9.37,N/A
A Blockchain and SIFT Based System for Image Copyright Protection,"Jianfeng Shi, Dian Yi, Jian Kuang",2020,China,ACM Digital Library,Q2,25,6.47,N/A
"A Platform for the Aggregation of Blockchain-based Services for Municipalities and Smart-cities, Enabling Automatic Conversion based on Saved CO2 Units","Emanuele Antonio Napoli, Valentina Gatteschi",2023,France,ACM Digital Library,Q4,79,6.13,N/A
Design of Transaction System for Remote Sensing Cloud Service based on Blockchain,"Yang Lu, Xueheng Wang, Renle Wei, Yihua Gao, Zhenyue Huang, Yi Xie",2020,UK,ACM Digital Library,Q2,15,3.75,N/A
Elliptic Curve Cryptography signing algorithms behind blockchain 2.0,"Adil Marouan, Morad Badrani, Nabil Kannouf, Khalid El Makkaoui, + 1",2023,China,ACM Digital Library,Q1,5,2.73,N/A
B4E: A System for Creating and Validating Digital Credentials using Remote Signing and Blockchain,"Ba-Lam Do, Hoang-Nam Dinh, Van-Thanh Nguyen, Manh-Hung Tran, + 2",2022,Germany,ACM Digital Library,Q4,69,7.71,N/A
Research on Multi-level Location Privacy Protection for Mobile Crowd Sensing based on Blockchain,"Jingpei Chen, Xiaoling Wu, Jie Ling, Hoon Heo",2023,USA,ACM Digital Library,Q2,90,8.22,N/A
Research on the architecture of community policing platform based on blockchain technology,"Pengcheng Liu, Jiqiang Zhang",2023,France,ACM Digital Library,Q3,83,5.55,N/A
BitLINK: Temporal Linkage of Address Clusters in Bitcoin Blockchain,"Sheng Zhong, Abdullah Mueen",2024,USA,ACM Digital Library,Q2,14,1.63,N/A
Secure and attack-resilient Release of Timed Information using Blockchains,Balaji Palanisamy,2025,China,ACM Digital Library,Q2,43,4.32,N/A
IoT-Blockchain in Remote Patient Monitoring,"Faisal Bin Ashraf, Rezwana Reaz",2022,China,ACM Digital Library,Q3,71,7.95,N/A
Implementation of Blockchain for Secured Criminal Records,"MD. Nashif Iftekhar, MD Sajid Bin- Faisal, Dip Nandi",2022,USA,ACM Digital Library,Q2,49,4.47,N/A
Towards Reliable Medical Transactions for Blockchain based Healthcare Systems using Hybrid Consensus Method,"Arun Prasath Selvaraj, Suresh Annamalai",2023,India,ACM Digital Library,Q1,16,1.38,N/A
"Secure, Decentralized, Privacy Preserving Machine Learning System Implementation over Blockchain","Adnesh Dhamangaonkar, Prajwal Adsul, Rohini Sarode, Sunil Mane",2021,China,ACM Digital Library,Q1,27,3.44,N/A
PDV: Permissioned Blockchain based Personal Data Vault using Predictive Prefetching,"Neha Mishra, Haim Levkowitz",2021,Canada,ACM Digital Library,Q4,21,1.81,N/A
Blockchain-Enabled Trust in Intercompany Networks Applying the Agency Theory,"Nick Grosse, Tan Guerpinar, Michael Henke",2021,Brazil,ACM Digital Library,Q1,57,7.19,N/A
Security and Privacy Challenges in Blockchain Interoperability - A Multivocal Literature Review,"Terje Haugum, Bjørnar Hoff, Mohammed Alsadi, Jingyue Li",2022,France,ACM Digital Library,Q1,29,7.42,N/A
Liquid Democracy in DPoS Blockchains,"Chao Li, Runhua Xu, Li Duan",2023,Germany,ACM Digital Library,Q2,90,7.54,N/A
A general and configurable framework for blockchain-based marketplaces,"Andrea Merlina, Roman Vitenberg, Vinay Setty",2022,India,ACM Digital Library,Q3,179,9.98,N/A
Mobile and safe e-cash system based on blockchain,Ting Huang,2022,Germany,ACM Digital Library,Q3,100,5.27,N/A
Research on the Application of Blockchain technology in Ubiquitous Power System Internet of Things,"Zang Baozhi, Yong Junyan, Li Rongsheng, Su Shanting",2020,USA,ACM Digital Library,Q1,28,2.63,N/A
Phoenix: Detect and Locate Resilience Issues in Blockchain via Context-Sensitive Chaos,"Fuchen Ma, Yuanliang Chen, Yuanhang Zhou, Jingxuan Sun, Zhuo Su, + 3",2023,Germany,ACM Digital Library,Q3,1,1.36,N/A
Blockchain Technology In Loyalty Program Applications,"Hayreddin Ilker Bozkurt, Setenay Gemici, Ahmet Yucekaya, Mustafa Hekimoglu",2023,France,ACM Digital Library,Q2,30,3.43,N/A
BIOTC '22: Proceedings of the 2022 4th Blockchain and Internet of Things Conference,"... ...
Highlights",2022,Canada,ACM Digital Library,Q1,23,3.38,N/A
Systemic Evaluation of Blockchain Applications in Supply Chain Management A Structural Equation Model Approach,"Muxabbat Xakimova, Xulkar Xakimova, Shaxzoda Asatova, Ortik Temirov, + 1",2025,USA,ACM Digital Library,Q3,80,8.97,N/A
A Decentralized Blockchain Powered Social Network for Secure and Transparent Online Interactions,"Rashmi P. Sarode, Yutaka Watanobe, Subhash Bhalla",2024,India,ACM Digital Library,Q1,128,9.19,N/A
A Pattern for Proof of Stake Consensus Algorithm in Blockchain,"Madiha Syed, Zain Ul Abadin",2023,France,ACM Digital Library,Q2,13,3.42,N/A
FISCO-BCOS: An Enterprise-grade Permissioned Blockchain System with High-performance,"Huizhong Li, Yujie Chen, Xiang Shi, Xingqiang Bai, Nan Mo, Wenlin Li, + 3",2023,UK,ACM Digital Library,Q2,139,8.18,N/A
A Variable Bulk Arrival and Static Bulk Service Queueing Model for Blockchain,"Jongho Seol, Abhilash Kancharla, Zuqiang Ke, Hyeyoung Kim, Nohpill Park",2020,USA,ACM Digital Library,Q1,24,1.53,N/A
Research on The Evaluation of Power Trading Entities Based on Blockchain Data,"Zhigang Zhang, Tao Bai, Yu Chen",2023,France,ACM Digital Library,Q3,50,6.25,N/A
Blockchain-based identity and authentication scheme for MQTT protocol,"MWRWAN ABDELRAZIG ABUBAKAR, ZAKWAN JAROUCHEH, AHMED AL-DUBAI, + 1",2021,UK,ACM Digital Library,Q2,12,4.05,N/A
Whispers on Ethereum: Blockchain-based Covert Data Embedding Schemes,"Shaoyuan Liu, Zhi Fang, Feng Gao, Bakh Koussainov, Zijian Zhang, + 2",2020,UK,ACM Digital Library,Q3,104,8.71,N/A
Uncuffed: A Blockchain-based Secure Messaging System,"Vasileios Dimitriadis, Leandros Maglaras, Nineta Polemi, Ioanna Kantzavelou, + 1",2022,UK,ACM Digital Library,Q1,94,5.55,N/A
SmartGrid-NG: Blockchain Protocol for Secure Transaction Processing in Next Generation Smart Grid,"Lokendra Vishwakarma, Debasis Das, Sajal K. Das, Christian Becker",2024,India,ACM Digital Library,Q1,122,9.44,N/A
"A Prototype Design for Gamified Blood Donation App Using Blockchain Technology, IPFS and NFTs","Gaushik M R, Jivtesh M R, Adarsh P, Sai Shibu N B, Sethuraman N Rao",2023,Germany,ACM Digital Library,Q2,55,6.22,N/A
Blockchain in eCommerce,"Sabah Mohammed, Jinan Fiaidhi, Carlos Ramos, Tai-Hoon Kim, Wai Chi Fang, + 1",2021,Brazil,ACM Digital Library,Q2,24,6.14,N/A
Blockchain and Beyond: Understanding Blockchains Through Prototypes and Public Engagement,"Dave Murray-Rust, Chris Elsden, Bettina Nissen, Ella Tallyn, Larissa Pschetz, + 1",2023,China,ACM Digital Library,Q1,96,8.02,N/A
Blockchain Technology as an Approach for Data Marketplaces,"Sebastian Lawrenz, Priyanka Sharma, Andreas Rausch",2019,USA,ACM Digital Library,Q4,5,1.11,N/A
Blockchain-based Price Priority Matching Two-stage Energy Trading Algorithm,"QingYu Meng, ZhaoGong Zhang",2022,France,ACM Digital Library,Q3,19,9.83,N/A
Towards a blockchain-based API to ensure data interoperability and transparency in the registration and inspection processes of Brazilian water dams,"Antonio Jefferson Macedo, Allysson Allex Araújo, Raphael Saraiva, Pamella Soares, + 2",2023,China,ACM Digital Library,Q1,9,3.23,N/A
